a1hhid_combined,b1plot_type_2018_1,b1soil_type_2018_1,b1plot_size_2015_1,b1plot_size_2018_1,b1plot_status_2018_1,b1operation_stat_2018_1,b1landname_new_1,b1plot_type_2018_2,b1soil_type_2018_2,b1plot_size_2015_2,b1plot_size_2018_2,b1plot_status_2018_2,b1operation_stat_2018_2,b1landname_new_2,b1plot_type_2018_3,b1soil_type_2018_3,b1plot_size_2015_3,b1plot_size_2018_3,b1plot_status_2018_3,b1operation_stat_2018_3,b1landname_new_3,b1plot_type_2018_4,b1soil_type_2018_4,b1plot_size_2015_4,b1plot_size_2018_4,b1plot_status_2018_4,b1operation_stat_2018_4,b1landname_new_4,b1plot_type_2018_5,b1soil_type_2018_5,b1plot_size_2015_5,b1plot_size_2018_5,b1plot_status_2018_5,b1operation_stat_2018_5,b1landname_new_5,b1plot_type_2018_6,b1soil_type_2018_6,b1plot_size_2015_6,b1plot_size_2018_6,b1plot_status_2018_6,b1operation_stat_2018_6,b1landname_new_6,b1plot_type_2018_7,b1soil_type_2018_7,b1plot_size_2015_7,b1plot_size_2018_7,b1plot_status_2018_7,b1operation_stat_2018_7,b1landname_new_7,b1plot_type_2018_8,b1soil_type_2018_8,b1plot_size_2015_8,b1plot_size_2018_8,b1plot_status_2018_8,b1operation_stat_2018_8,b1landname_new_8,b1plot_type_2018_9,b1soil_type_2018_9,b1plot_size_2015_9,b1plot_size_2018_9,b1plot_status_2018_9,b1operation_stat_2018_9,b1landname_new_9,b1plot_type_2018_10,b1soil_type_2018_10,b1plot_size_2015_10,b1plot_size_2018_10,b1plot_status_2018_10,b1operation_stat_2018_10,b1landname_new_10,b1plot_type_2018_11,b1soil_type_2018_11,b1plot_size_2015_11,b1plot_size_2018_11,b1plot_status_2018_11,b1operation_stat_2018_11,b1landname_new_11,b1plot_type_2018_12,b1soil_type_2018_12,b1plot_size_2015_12,b1plot_size_2018_12,b1plot_status_2018_12,b1operation_stat_2018_12,b1landname_new_12,b1plot_type_2018_13,b1soil_type_2018_13,b1plot_size_2015_13,b1plot_size_2018_13,b1plot_status_2018_13,b1operation_stat_2018_13,b1landname_new_13,b1plot_type_2018_14,b1soil_type_2018_14,b1plot_size_2015_14,b1plot_size_2018_14,b1plot_status_2018_14,b1operation_stat_2018_14,b1landname_new_14,b1plot_type_2018_15,b1soil_type_2018_15,b1plot_size_2015_15,b1plot_size_2018_15,b1plot_status_2018_15,b1operation_stat_2018_15,b1landname_new_15,b1plot_type_2018_16,b1soil_type_2018_16,b1plot_size_2015_16,b1plot_size_2018_16,b1plot_status_2018_16,b1operation_stat_2018_16,b1landname_new_16,b1plot_type_2018_17,b1soil_type_2018_17,b1plot_size_2015_17,b1plot_size_2018_17,b1plot_status_2018_17,b1operation_stat_2018_17,b1landname_new_17,b1plot_type_2018_18,b1soil_type_2018_18,b1plot_size_2015_18,b1plot_size_2018_18,b1plot_status_2018_18,b1operation_stat_2018_18,b1landname_new_18,b1plot_type_2018_19,b1soil_type_2018_19,b1plot_size_2015_19,b1plot_size_2018_19,b1plot_status_2018_19,b1operation_stat_2018_19,b1landname_new_19,b1plot_type_2018_20,b1soil_type_2018_20,b1plot_size_2015_20,b1plot_size_2018_20,b1plot_status_2018_20,b1operation_stat_2018_20,b1landname_new_20,b1plot_type_2018_21,b1soil_type_2018_21,b1plot_size_2015_21,b1plot_size_2018_21,b1plot_status_2018_21,b1operation_stat_2018_21,b1landname_new_21,b1plot_type_2018_22,b1soil_type_2018_22,b1plot_size_2015_22,b1plot_size_2018_22,b1plot_status_2018_22,b1operation_stat_2018_22,b1landname_new_22,b1plot_type_2018_23,b1soil_type_2018_23,b1plot_size_2015_23,b1plot_size_2018_23,b1plot_status_2018_23,b1operation_stat_2018_23,b1landname_new_23,b1plot_type_2018_24,b1soil_type_2018_24,b1plot_size_2015_24,b1plot_size_2018_24,b1plot_status_2018_24,b1operation_stat_2018_24,b1landname_new_24,b1plot_type_2018_25,b1soil_type_2018_25,b1plot_size_2015_25,b1plot_size_2018_25,b1plot_status_2018_25,b1operation_stat_2018_25,b1landname_new_25,b1plot_type_2018_26,b1soil_type_2018_26,b1plot_size_2015_26,b1plot_size_2018_26,b1plot_status_2018_26,b1operation_stat_2018_26,b1landname_new_26,b1plot_type_2018_27,b1soil_type_2018_27,b1plot_size_2015_27,b1plot_size_2018_27,b1plot_status_2018_27,b1operation_stat_2018_27,b1landname_new_27,b1plot_type_2018_28,b1soil_type_2018_28,b1plot_size_2015_28,b1plot_size_2018_28,b1plot_status_2018_28,b1operation_stat_2018_28,b1landname_new_28,b1plot_type_2018_29,b1soil_type_2018_29,b1plot_size_2015_29,b1plot_size_2018_29,b1plot_status_2018_29,b1operation_stat_2018_29,b1landname_new_29,b1plot_type_2018_30,b1soil_type_2018_30,b1plot_size_2015_30,b1plot_size_2018_30,b1plot_status_2018_30,b1operation_stat_2018_30,b1landname_new_30,b1plot_type_2018_31,b1soil_type_2018_31,b1plot_size_2015_31,b1plot_size_2018_31,b1plot_status_2018_31,b1operation_stat_2018_31,b1landname_new_31,b1plot_type_2018_32,b1soil_type_2018_32,b1plot_size_2015_32,b1plot_size_2018_32,b1plot_status_2018_32,b1operation_stat_2018_32,b1landname_new_32,b1plot_type_2018_33,b1soil_type_2018_33,b1plot_size_2015_33,b1plot_size_2018_33,b1plot_status_2018_33,b1operation_stat_2018_33,b1landname_new_33,b1plot_type_2018_34,b1soil_type_2018_34,b1plot_size_2015_34,b1plot_size_2018_34,b1plot_status_2018_34,b1operation_stat_2018_34,b1landname_new_34,b1plot_type_2018_35,b1soil_type_2018_35,b1plot_size_2015_35,b1plot_size_2018_35,b1plot_status_2018_35,b1operation_stat_2018_35,b1landname_new_35,b1n_plot_2018,b1plot_roster_count
5381,Homestead,Clay-loam,13,13,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Clay-loam,15,15,Plot is the same in both rounds,Mortgage out,Boro  bil(old land),Cultivable/arable land,Clay-loam,10,10,Plot is the same in both rounds,Mortgage out,Bchoto bil(old land),Cultivable/arable land,Clay-loam,9,9,Plot is the same in both rounds,Mortgage out,Choto bil(old land),Cultivable/arable land,Clay-loam,7,7,Plot is the same in both rounds,Own operated,Choto bil(old land),Cultivable/arable land,Clay-loam,6,6,Plot is the same in both rounds,Own operated,Choto bil(old land),Cultivable/arable land,Clay-loam,6,6,Plot is the same in both rounds,Mortgage out,Boro bil(old land),Cultivable/arable land,Clay-loam,6,6,Plot is the same in both rounds,Own operated,Boro bil(old land),Cultivable/arable land,Clay-loam,3,3,Plot is the same in both rounds,Own operated,Boro bil(old land),Derelict pond,Clay-loam,8,8,Plot is the same in both rounds,Fallow,Pukur(old land),Cultivable/arable land,Clay-loam,0,50,New Mortgage,Rented/leased in/crop share,Boro bil(old land),Cultivable/arable land,Clay-loam,0,15,New Mortgage,Rented/leased in/crop share,Boro bil(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12
5384,Homestead,Sandy-loam,2,2,Plot is the same in both rounds,Fallow,Bostbari(old land),Cultivable/arable land,Clay-loam,20,20,Plot is the same in both rounds,Mortgaged in,Boro bil(old land),Cultivable/arable land,Clay-loam,8,8,Plot is the same in both rounds,Mortgaged in,Bchoto bil(old land),Cultivable/arable land,Clay-loam,6,6,Plot is the same in both rounds,Mortgaged in,Boro bil(old land),Cultivable/arable land,Clay-loam,4,4,Plot is the same in both rounds,Mortgaged in,Boro bil(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
5385,Homestead,Sandy-loam,17,17,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Clay-loam,40,40,Plot is the same in both rounds,Own operated,Boro Bil(old land),Cultivable/arable land,Clay-loam,18,18,Plot is the same in both rounds,Own operated,Choto bil(old land),Cultivable/arable land,Clay-loam,15,15,Plot is the same in both rounds,Mortgage out,Choto bil(old land),Cultivable/arable land,Clay-loam,8,8,Plot is the same in both rounds,Own operated,Choto bil(old land),Cultivable/arable land,Clay-loam,7,7,Plot is the same in both rounds,Mortgage out,Choto bil(old land),Cultivable/arable land,Clay-loam,7,7,Plot is the same in both rounds,Mortgage out,Choto bil(old land),Cultivable/arable land,Clay-loam,4,4,Plot is the same in both rounds,Own operated,Boro Bil(old land),Cultivable/arable land,Clay-loam,3,3,Plot is the same in both rounds,Fallow,Barir Samne(old land),Cultivable/arable land,,26,0,Mortgage out/ Rent,,Boro Bil(old land),Cultivable/arable land,,22,0,Mortgage out/ Rent,,Boro Bil(old land),Cultivable/arable land,Clay-loam,15,15,Plot is the same in both rounds,Own operated,Boro Bil(old land),,,,,,,Boro Bil(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13
5386,Homestead,Loam,8,8,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Clay-loam,10,10,Plot is the same in both rounds,Mortgage out,Bait ar jomi(old land),Cultivable/arable land,Loam,8,8,Plot is the same in both rounds,Own operated,Palan(old land),Cultivable/arable land,Sandy,5,5,Plot is the same in both rounds,Own operated,Palan ar jomi 2(old land),Cultivable/arable land,,30,0,Mortgage out/ Rent,,Boro Bilar jomi(old land),Cultivable/arable land,Clay-loam,30,35,New Mortgage,Rented/leased in/crop share,Boro bilar jomi(old land),Cultivable/arable land,,10,0,Mortgage out/ Rent,,Colar ula(old land),Cultivable/arable land,Clay-loam,0,45,New Mortgage,Rented/leased in/crop share,Motir jomi(old land),Cultivable/arable land,Clay-loam,0,15,New Mortgage,Rented/leased in/crop share,Sohid alir jomi(old land),Cultivable/arable land,Clay-loam,0,15,New Mortgage,Rented/leased in/crop share,Tiyar jomi(old land),Cultivable/arable land,Sandy,0,30,New Mortgage,Rented/leased in/crop share,Sahid Alir jomi(old land),,,,,,,Julhas ar jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12
5387,Homestead,Loam,16,16,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,,0,0,Others (specify),,Kuyar bil(old land),Cultivable/arable land,,0,0,Others (specify),,Dasan Chara(old land),Cultivable/arable land,,0,0,Others (specify),,Kamar para(old land),Cultivable/arable land,,0,0,Others (specify),,Khalakura(old land),Cultivable/arable land,,0,0,Others (specify),,Purbo bil(old land),Cultivable/arable land,,0,0,Others (specify),,Kuyar bil(old land),Cultivable/arable land,,0,0,Others (specify),,Nurumiyar Jomi(old land),Cultivable/arable land,Clay-loam,45,45,Plot is the same in both rounds,Rented/leased in/crop share,Nuru Miyar jomi(old land),Cultivable/arable land,Clay-loam,12,12,Plot is the same in both rounds,Rented/leased in/crop share,Aruner Jomi(old land),Cultivable/arable land,Clay-loam,0,15,New Mortgage,Rented/leased in/crop share,Nalur jomi(old land),Cultivable/arable land,Clay-loam,0,13,New Mortgage,Rented/leased in/crop share,Aruner Jomi(old land),Cultivable/arable land,Clay-loam,0,7,New Mortgage,Rented/leased in/crop share,Kayar bil(old land),,,,,,,Nalur jomi(new land in SPIA BIHS 2024),,,,,,,Aruner jomi(new land in SPIA BIHS 2024),,,,,,,Sirur jomi(new land in SPIA BIHS 2024),,,,,,,Dadar jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,17
5389,Homestead,Clay-loam,5,5,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Sandy,25,25,Plot is the same in both rounds,Rented/leased in/crop share,Amtola(old land),Cultivable/arable land,Loam,15,15,Plot is the same in both rounds,Rented/leased in/crop share,Simultila(old land),Cultivable/arable land,Sandy,10,10,Plot is the same in both rounds,Mortgaged in,Bonder Jomi(old land),Cultivable/arable land,Sandy,0,8,New Mortgage,Rented/leased in/crop share,Halimer jomi(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
5391,Homestead,Clay-loam,25,25,Plot is the same in both rounds,Fallow,Bosotvita(old land),Cultivable/arable land,Loam,40,40,Plot is the same in both rounds,Own operated,Barir kache(old land),Cultivable/arable land,Loam,42,42,Plot is the same in both rounds,Rented/leased out/crop share,Jugibari(old land),Cultivable/arable land,,0,0,Others (specify),,Barir khache(old land),Cultivable/arable land,,0,0,Others (specify),,Barir kache(old land),Cultivable/arable land,Loam,33,33,Plot is the same in both rounds,Rented/leased out/crop share,Jugibari(old land),Cultivable/arable land,Loam,25,25,Plot is the same in both rounds,Mortgage out,Jugibari(old land),Cultivable/arable land,,0,0,Others (specify),,Kamar bari(old land),Cultivable/arable land,Loam,20,20,Plot is the same in both rounds,Rented/leased out/crop share,Barir pichone(old land),Cultivable/arable land,Loam,18,18,Plot is the same in both rounds,Mortgage out,Kamar bari(old land),Cultivable/arable land,Loam,16,16,Plot is the same in both rounds,Mortgage out,Kamar bari(old land),Cultivable/arable land,Loam,15,15,Plot is the same in both rounds,Own operated,Kamar bari(old land),Cultivable/arable land,Sandy,11,11,Plot is the same in both rounds,Mortgage out,Abu sultaner(old land),Cultivable/arable land,Loam,11,11,Plot is the same in both rounds,Mortgage out,Abu sultaner jomi(old land),Cultivable/arable land,Loam,10,10,Plot is the same in both rounds,Mortgage out,Rohider jomi(old land),Cultivable/arable land,Sandy,10,10,Plot is the same in both rounds,Mortgage out,Rihider jomi(old land),Cultivable/arable land,,0,0,Others (specify),,Jani na(old land),Cultivable/arable land,,0,0,Others (specify),,Same be(old land),Cultivable/arable land,,0,0,Others (specify),,Sambe(old land),Cultivable/arable land,,0,0,Others (specify),,Biler jomi(old land),Cultivable/arable land,,0,0,Others (specify),,Kamar para(old land),Cultivable/arable land,,3,0,Others (specify),,Kamar(old land),Cultivable/arable land,,0,0,Others (specify),,Kamar jomi(old land),Cultivable/arable land,,3,0,Others (specify),,Kamar jomi(old land),Cultivable/arable land,,0,0,Others (specify),,Lakha nai(old land),Bush/forest,Clay-loam,2,2,Plot is the same in both rounds,Fallow,Barir pase(old land),Bush/forest,Clay-loam,2,2,Plot is the same in both rounds,Fallow,Barir sathe(old land),Bush/forest,Clay-loam,2,2,Plot is the same in both rounds,Fallow,Barir sathe(old land),Bush/forest,Clay-loam,2,2,Plot is the same in both rounds,Fallow,Barir sathe(old land),,,,,,,Pukur(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,30
5394.2,Homestead,Clay-loam,7.5,3.5,Inherited or Household Split,Fallow,Bosot Vita(old land),Cultivable/arable land,,0,0,Others (specify),,Kamar kuri(old land),Cultivable/arable land,,0,0,Others (specify),,Kamar khal(old land),Cultivable/arable land,,0,0,Others (specify),,Kama khal(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
5395,Homestead,Loam,5,5,Plot is the same in both rounds,Fallow,Basot vita(old land),Cultivable/arable land,,0,0,Others (specify),,Kandar mat(old land),Cultivable/arable land,,7,0,Mortgage out/ Rent,,Kandar mat(old land),Cultivable/arable land,,40,0,Mortgage out/ Rent,,Kandar mat(old land),Cultivable/arable land,,7,0,Mortgage out/ Rent,,Kandir mat(old land),,,,,,,Aruner jomo(new land in SPIA BIHS 2024),,,,,,,Aruner jomi(new land in SPIA BIHS 2024),,,,,,,Azaher(new land in SPIA BIHS 2024),,,,,,,Aruner jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9
5396,Homestead,,0,0,Others (specify),,Basatvita(old land),Homestead,,0,0,Others (specify),,Basatvita(old land),Cultivable/arable land,Loam,25,25,Plot is the same in both rounds,Own operated,Simultola(old land),Cultivable/arable land,Clay-loam,20,20,Plot is the same in both rounds,Rented/leased out/crop share,Bander par(old land),Cultivable/arable land,Clay-loam,20,20,Plot is the same in both rounds,Rented/leased out/crop share,Uddibari(old land),Cultivable/arable land,Loam,15,15,Plot is the same in both rounds,Own operated,Bander par(old land),Cultivable/arable land,Clay-loam,12,12,Plot is the same in both rounds,Rented/leased out/crop share,Dikkin chora(old land),Cultivable/arable land,Loam,10,10,Plot is the same in both rounds,Rented/leased out/crop share,Basatvita pase(old land),Cultivable/arable land,Loam,10,10,Plot is the same in both rounds,Own operated,Bosot vitar pashe(old land),Cultivable/arable land,Sandy,7,7,Plot is the same in both rounds,Own operated,Biari pike(old land),Cultivable/arable land,Clay-loam,7,7,Plot is the same in both rounds,Rented/leased out/crop share,Hazi Bari(old land),Cultivable/arable land,Clay-loam,7,7,Plot is the same in both rounds,Rented/leased out/crop share,Sahar khet(old land),Cultivable/arable land,Sandy,7,7,Plot is the same in both rounds,Rented/leased out/crop share,Bandikhert(old land),Cultivable/arable land,Clay-loam,3,3,Plot is the same in both rounds,Rented/leased out/crop share,Biler Agari(old land),Cultivable/arable land,Clay-loam,2,2,Plot is the same in both rounds,Rented/leased out/crop share,Hazir khet(old land),Homestead,Clay-loam,25,25,Plot is the same in both rounds,Fallow,Basatvita(old land),Cultivable Pond,Clay-loam,14,14,Plot is the same in both rounds,Own operated,Pukur(old land),Cultivable/arable land,Loam,3,3,Plot is the same in both rounds,Rented/leased out/crop share,Uddibari(old land),Cultivable/arable land,Clay-loam,0,20,New Mortgage,Rented/leased out/crop share,Uddibari(old land),Cultivable/arable land,Clay-loam,0,10,New Mortgage,Rented/leased out/crop share,Barir misa(old land),,,,,,,Dhon Barir jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,21
5399,Homestead,Clay-loam,22,30,Others (specify),Fallow,Bosot vita(old land),Cultivable/arable land,Clay-loam,18,18,Plot is the same in both rounds,Rented/leased in/crop share,Kandar Bil(old land),Cultivable/arable land,Clay-loam,18,18,Plot is the same in both rounds,Own operated,Boro bil(old land),Cultivable/arable land,Clay-loam,15,15,Plot is the same in both rounds,Own operated,Boro bil(old land),Cultivable/arable land,Clay-loam,15,15,Plot is the same in both rounds,Own operated,Boro bil(old land),Cultivable/arable land,Clay-loam,10,10,Plot is the same in both rounds,Own operated,Boro bil(old land),Cultivable/arable land,Clay-loam,4,4,Plot is the same in both rounds,Own operated,Boro bil(old land),Cultivable/arable land,,25,0,Mortgage out/ Rent,,Boro bil(old land),Cultivable/arable land,Clay-loam,22,22,Plot is the same in both rounds,Rented/leased in/crop share,Boro bil(old land),Cultivable/arable land,,7,0,Mortgage out/ Rent,,Boro Bil(old land),Cultivable/arable land,Clay-loam,0,30,New inheritance,Own operated,Dinar Bila(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11
5400,Homestead,Clay-loam,10,10,Plot is the same in both rounds,Fallow,Bosot Vita(old land),Cultivable/arable land,Clay-loam,25,25,Plot is the same in both rounds,Own operated,Boro bil(old land),Cultivable/arable land,,0,0,Others (specify),,Boro bil(old land),Waste/non-arable land,Clay-loam,3,3,Plot is the same in both rounds,Fallow,Barir pase(old land),Cultivable/arable land,,20,0,Inherited or Household Split,,Gor bil(old land),Cultivable/arable land,,20,0,Mortgage out/ Rent,,Gor bil(old land),Cultivable/arable land,,0,0,Others (specify),,Poschimer bil(old land),Cultivable/arable land,,6,0,Inherited or Household Split,,Poschimer mat(old land),,,,,,,Chaina jomi(new land in SPIA BIHS 2024),,,,,,,Asor Alir jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10
702,Homestead,Clay-loam,12,12,Plot is the same in both rounds,Fallow,Bosot Vita(old land),Cultivable/arable land,Clay-loam,20,24,Others (specify),Own operated,Modhu Khali(old land),Cultivable/arable land,Clay-loam,10,30,Others (specify),Own operated,Barir Sathe(old land),Cultivable/arable land,Clay-loam,10,10,Plot is the same in both rounds,Own operated,Barir paschime(old land),Cultivable/arable land,,0,0,Others (specify),,Modhu khali(old land),Cultivable/arable land,Clay-loam,24,42,Others (specify),Own operated,Modhu Khali(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6
705,Homestead,Clay-loam,2,8,New inheritance,Fallow,Bosot Vita(old land),Cultivable/arable land,,20,0,Mortgage out/ Rent,,Lotifer Jomi(old land),Cultivable/arable land,,12,0,Mortgage out/ Rent,,Korimer Jomi(old land),Cultivable/arable land,Clay-loam,12,12,Plot is the same in both rounds,Rented/leased in/crop share,Korimer Dakkhine(old land),Cultivable/arable land,,0,0,Others (specify),,Khal Parer(old land),Cultivable/arable land,Clay-loam,0,30,New Mortgage,Rented/leased in/crop share,Chacar Jomi(old land),Only for seed bed),Clay-loam,0,2,Others (specify),Free of cost in,Bijtolar jomi(old land),Cultivable/arable land,Clay-loam,0,10,New Mortgage,Rented/leased in/ for cash,Showdagor Er Jomi(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8
720,Homestead,Clay-loam,15,15,Plot is the same in both rounds,Fallow,Bosot Vita(old land),Cultivable Pond,Clay-loam,5,5,Plot is the same in both rounds,Own operated,Pukur(old land),Cultivable/arable land,Clay-loam,0,30,New Mortgage,Rented/leased in/ for cash,Barir Uttar Pashe(old land),Cultivable/arable land,Clay-loam,0,30,New Mortgage,Rented/leased in/ for cash,Barir Uttar Pashe(old land),Cultivable/arable land,Clay-loam,0,30,New Mortgage,Rented/leased in/ for cash,Barir Uttar Pashe(old land),Cultivable/arable land,Clay-loam,0,30,New Mortgage,Rented/leased in/ for cash,Barir Uttar Pashe(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6
721,Homestead,Clay-loam,8,8,Plot is the same in both rounds,Fallow,Boshotvita(old land),Bush/forest,Clay-loam,24,24,Plot is the same in both rounds,Fallow,Biler Jomi(old land),Cultivable/arable land,Clay-loam,18,18,Plot is the same in both rounds,Fallow,Biler Majhe(old land),Cultivable/arable land,Clay-loam,18,18,Plot is the same in both rounds,Fallow,Biler Majhe(old land),Cultivable/arable land,Clay-loam,18,18,Plot is the same in both rounds,Fallow,Biler Majhe(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
724,Homestead,Clay-loam,2,2,Plot is the same in both rounds,Fallow,Boshotvita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
739.1,Homestead,Clay-loam,6,6,Plot is the same in both rounds,Fallow,Boshotvita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
